Member_number,Groceries
3352,"frankfurter,misc. beverages,rolls/buns,sausage,soda,sugar,yogurt"
3353,"UHT-milk,baking powder,bottled water,chocolate,domestic eggs,onions,other vegetables,rolls/buns,root vegetables,sausage,sliced cheese,soda,sparkling wine,waffles,whole milk,yogurt"
3354,"berries,beverages,canned fish,citrus fruit,female sanitary products,hygiene articles,other vegetables,pastry,salty snack,sausage,sparkling wine,waffles,yogurt"
3355,"brown bread,chicken,napkins,newspapers,other vegetables,pork"
3356,"UHT-milk,beef,butter,canned beer,citrus fruit,domestic eggs,frozen vegetables,fruit/vegetable juice,meat,other vegetables,processed cheese,root vegetables,soda,tropical fruit,whole milk"
3357,"beverages,bottled beer,hygiene articles,long life bakery product,mustard,newspapers,pickled vegetables,pip fruit"
3358,"bottled beer,chocolate,citrus fruit,cream cheese ,dog food,fruit/vegetable juice,ham,hard cheese,other vegetables,pudding powder,rolls/buns,soda,whipped/sour cream,whole milk,yogurt"
3359,"butter,chewing gum,misc. beverages,shopping bags,white wine"
3360,"beef,butter milk,candles,curd cheese,hamburger meat,rolls/buns,soda,whipped/sour cream,whole milk"
3361,"baking powder,beef,berries,beverages,bottled beer,butter milk,chocolate,cream cheese ,detergent,finished products,flower (seeds),hygiene articles,oil,other vegetables,pastry,pork,rolls/buns,soda,softener,specialty bar,tropical fruit,white wine"
3362,"pip fruit,soda"
3363,"baking powder,butter,canned beer,detergent,herbs,margarine,newspapers,other vegetables,pork,rolls/buns,root vegetables,salty snack"
3364,"beef,beverages,chocolate,citrus fruit,herbs,oil,other vegetables,salad dressing,sausage,specialty bar,specialty chocolate,yogurt"
3365,"bottled water,butter milk,canned beer,cat food,chicken,domestic eggs,meat,newspapers,other vegetables,pastry,root vegetables,soda,whole milk"
3366,"chewing gum,softener,white bread,white wine"
3367,"long life bakery product,sausage"
3368,"cream cheese ,domestic eggs,frankfurter,rolls/buns,specialty bar,white wine"
3369,"UHT-milk,abrasive cleaner,beef,butter,frankfurter,frozen vegetables,napkins,newspapers,other vegetables,rolls/buns,root vegetables,sausage,specialty bar,yogurt"
3370,"frozen meals,frozen vegetables,hygiene articles,liquor (appetizer),other vegetables,root vegetables,soda,specialty chocolate,sugar"
3372,"canned beer,pork"
3373,"bottled water,brown bread,other vegetables,pip fruit"
3374,"bottled water,brandy,chicken,pork,white bread"
3375,"bottled water,citrus fruit,dog food,frankfurter,pork,specialty vegetables,whipped/sour cream"
3376,"cream cheese ,other vegetables,soda"
3377,"ice cream,pip fruit"
3378,"bottled water,canned beer,canned fish,ham,mayonnaise,onions,pork,rolls/buns"
3379,"bottled water,butter milk,oil,roll products ,whipped/sour cream"
3380,"coffee,flour,frozen fish,hard cheese,herbs,margarine,misc. beverages,other vegetables,pasta,pip fruit,pork,red/blush wine,root vegetables,soda,turkey,yogurt"
3381,"butter,coffee,grapes,hygiene articles"
3382,"UHT-milk,bottled beer,candy,cat food,dessert,pastry,processed cheese,rolls/buns,tropical fruit,yogurt"
3383,"bottled water,misc. beverages,other vegetables,pet care,soda,syrup"
3384,"bottled water,dessert,frozen meals,frozen vegetables,fruit/vegetable juice,photo/film,rolls/buns,seasonal products,soda,sugar"
3385,"UHT-milk,flower soil/fertilizer,frankfurter,frozen vegetables,ice cream,other vegetables,pet care,rolls/buns,root vegetables,whipped/sour cream,yogurt"
3386,"baking powder,citrus fruit,fruit/vegetable juice,other vegetables,pasta,root vegetables,soda,yogurt"
3387,"curd,frozen fish,fruit/vegetable juice,shopping bags,sliced cheese,soda,whole milk"
3389,"beef,berries,bottled water,butter milk,chocolate,cream cheese ,ice cream,newspapers,other vegetables,root vegetables,whole milk,yogurt"
3390,"abrasive cleaner,berries,canned beer,cat food,coffee,frozen meals,newspapers,shopping bags,soda,whole milk,yogurt"
3391,"coffee,frankfurter"
3393,"bottled water,candy,canned vegetables,coffee,condensed milk,frozen potato products,newspapers,onions,pastry,pip fruit,pot plants,semi-finished bread,shopping bags,tropical fruit,white bread,whole milk"
3394,"grapes,pastry,rolls/buns,sausage,shopping bags,waffles,yogurt"
3395,"margarine,rolls/buns,soda,whole milk"
3396,"bottled beer,chicken,cream cheese ,flour,frozen fish,mayonnaise,packaged fruit/vegetables,pork,soda,sparkling wine,whipped/sour cream,whole milk,yogurt"
3397,"bottled beer,candy,citrus fruit,curd,whipped/sour cream,white bread"
3398,"brown bread,cat food,chocolate,citrus fruit,frozen fish,hygiene articles,rolls/buns,tropical fruit,white bread"
3399,"brown bread,fruit/vegetable juice,margarine,other vegetables,rolls/buns,sausage,shopping bags,soda,specialty bar,tropical fruit,whole milk,yogurt"
3400,"bottled beer,bottled water,brown bread,dental care,dishes,hard cheese,pip fruit,rolls/buns,soda,whole milk"
3401,"bottled beer,candy,chewing gum,condensed milk,other vegetables,pip fruit,pork,root vegetables,sausage,yogurt"
3402,"bottled water,canned beer,coffee,curd,dessert,flour,flower (seeds),frozen meals,mayonnaise,newspapers,other vegetables,pasta,roll products ,rolls/buns,sauces,shopping bags,soda,whipped/sour cream,white bread,whole milk"
3403,"UHT-milk,baking powder,bottled water,brown bread,canned beer,curd,shopping bags"
3404,"butter milk,pasta,shopping bags,whole milk"
3405,"UHT-milk,beef,brown bread,canned fish,cookware,cream cheese ,fruit/vegetable juice,ice cream,margarine,other vegetables,photo/film,pip fruit,rolls/buns,sliced cheese,white wine,whole milk"
3406,"bottled beer,pork,rolls/buns,sausage,sliced cheese,whole milk"
3407,"bottled beer,bottled water,canned beer,cling film/bags,coffee,cream cheese ,curd,onions,tropical fruit"
3408,"bottled beer,bottled water,rolls/buns,root vegetables,waffles"
3409,"brown bread,canned beer,citrus fruit,cream,frankfurter,frozen vegetables,grapes,red/blush wine,sausage,soda,whipped/sour cream"
3410,"coffee,cream cheese ,curd,ham,onions,other vegetables,packaged fruit/vegetables,pastry,photo/film,rolls/buns,shopping bags,spread cheese,whole milk,yogurt"
3411,"berries,dessert,margarine,other vegetables,roll products ,whole milk"
3412,"canned beer,oil,other vegetables,waffles"
3413,"beverages,bottled water,chocolate,domestic eggs,frankfurter,hard cheese,pork,sausage"
3414,"bottled beer,bottled water,brown bread,chewing gum,cream cheese ,curd,liquor,napkins,other vegetables,whipped/sour cream,whole milk"
3415,"bottled water,curd,frozen vegetables,other vegetables,pet care,whole milk"
3416,"bottled beer,butter milk,canned beer,canned vegetables,chicken,frozen meals,frozen vegetables,grapes,other vegetables,rice,tropical fruit,turkey"
3417,"bottled water,pastry,rolls/buns,sauces,sliced cheese,sugar,tropical fruit,whole milk"
3418,"beverages,detergent,domestic eggs,yogurt"
3419,"cream cheese ,curd,dessert,onions,pot plants,red/blush wine,rolls/buns,root vegetables,soap,tropical fruit"
3420,"beef,bottled beer,margarine,other vegetables,pip fruit,root vegetables"
3421,"citrus fruit,dessert,frankfurter,organic products,pastry,pet care,red/blush wine,soda,sugar,waffles,yogurt"
3422,"pastry,root vegetables"
3423,"bottled water,chocolate,domestic eggs,flower (seeds),fruit/vegetable juice,sausage,whipped/sour cream"
3424,"butter milk,canned beer,frankfurter,frozen meals,other vegetables,rolls/buns,root vegetables,shopping bags,whole milk,yogurt"
3425,"citrus fruit,newspapers,pastry,rolls/buns,soda,tropical fruit"
3426,"hard cheese,misc. beverages,pip fruit,pork,root vegetables,yogurt"
3427,"beverages,curd,meat,other vegetables,red/blush wine,rolls/buns,soda,specialty chocolate,yogurt"
3428,"beverages,brown bread,butter milk,cake bar,curd,frozen meals,other vegetables"
3429,"cat food,coffee,curd,frankfurter,fruit/vegetable juice,hard cheese,newspapers,other vegetables,pork,rolls/buns,root vegetables,seasonal products,shopping bags,soda,sparkling wine,whipped/sour cream"
3430,"brown bread,candy,dishes,female sanitary products,flour,fruit/vegetable juice,hygiene articles,other vegetables,packaged fruit/vegetables,pot plants,rolls/buns,root vegetables,sauces,tropical fruit,vinegar"
3431,"brown bread,canned fish"
3432,"beverages,meat,rolls/buns,white bread"
3433,"berries,frozen meals,ham,red/blush wine,root vegetables,salty snack,whipped/sour cream"
3434,"butter,chicken,rolls/buns,shopping bags,soda"
3435,"bottled water,butter,coffee,hamburger meat,other vegetables,pasta,rice,roll products ,rolls/buns,tropical fruit"
3436,"UHT-milk,chicken"
3437,"beef,berries,bottled beer,butter milk,canned vegetables,cream cheese ,frozen vegetables,hamburger meat,pastry,pickled vegetables,sausage,shopping bags,soda"
3438,"Instant food products,chicken,citrus fruit,cling film/bags,dessert,grapes,liquor,margarine,photo/film,pip fruit,pork,rolls/buns,root vegetables,sausage,waffles,white wine"
3439,"beef,brown bread,candy,canned beer,female sanitary products,frozen vegetables,liquor (appetizer),newspapers,soda,white bread,whole milk"
3440,"brown bread,citrus fruit,male cosmetics,pip fruit,pork,yogurt"
3441,"frankfurter,newspapers,other vegetables,rolls/buns,root vegetables"
3442,"beef,brandy,butter milk,canned fish,citrus fruit,fruit/vegetable juice,misc. beverages,pastry,pip fruit,rolls/buns,root vegetables,sparkling wine"
3443,"chicken,coffee,curd,domestic eggs,pip fruit,root vegetables,sausage,tropical fruit"
3444,"brown bread,canned beer,margarine,napkins,pastry,rice,shopping bags,syrup"
3445,"beverages,cream cheese ,sausage,soda,tropical fruit"
3447,"canned fish,frankfurter,frozen vegetables,ice cream,margarine,mustard,root vegetables,soda,white bread,whole milk,zwieback"
3448,"beef,tea"
3449,"brown bread,pork,rolls/buns,sausage,soda,white bread,whole milk"
3450,"berries,beverages,bottled water,butter,meat,other vegetables,pastry,pip fruit,pork,root vegetables,salty snack,shopping bags,soda,tropical fruit"
3451,"butter milk,rolls/buns,semi-finished bread,soda,tropical fruit,whole milk,yogurt"
3452,"berries,canned beer,citrus fruit,meat,other vegetables,pastry,rolls/buns,white bread"
3453,"UHT-milk,chewing gum,frozen vegetables,soda"
3454,"frankfurter,other vegetables"
3455,"canned beer,margarine,other vegetables,pastry,root vegetables,soft cheese"
3456,"canned fish,hygiene articles,margarine,other vegetables,root vegetables,sausage,soda,softener,whipped/sour cream,whole milk,yogurt"
3457,"bottled water,chicken,chocolate marshmallow,coffee,hygiene articles,whole milk"
3458,"butter,citrus fruit,dessert,mustard,other vegetables,pastry,rolls/buns,sausage,whole milk"
3459,"canned beer,pastry,processed cheese,sugar,tropical fruit,white bread,whole milk"
3460,"canned vegetables,cream cheese ,curd,dessert,domestic eggs,frozen vegetables,fruit/vegetable juice,nut snack,other vegetables,pork,root vegetables,salt,tropical fruit,whole milk"
3461,"chocolate,soda,sugar,white bread,yogurt"
3462,"berries,bottled beer,bottled water,butter,citrus fruit,coffee,cream cheese ,dessert,fruit/vegetable juice,ham,nut snack,other vegetables,pasta,pet care,pip fruit,rolls/buns,shopping bags,soda,specialty cheese,tropical fruit"
3463,"beverages,bottled water,pastry,pip fruit,sausage,shopping bags,tropical fruit,yogurt"
3464,"brown bread,chocolate,margarine,salt"
3465,"berries,bottled water,butter milk,candles,canned fish,chicken,coffee,condensed milk,dessert,frozen vegetables,fruit/vegetable juice,long life bakery product,napkins,other vegetables,pickled vegetables,sausage,shopping bags,soda,tropical fruit,whipped/sour cream,white wine,yogurt"
3466,"misc. beverages,newspapers,other vegetables,rolls/buns,salt,whole milk"
3467,"beef,candy,citrus fruit,newspapers,pastry,pip fruit,sausage,shopping bags,soda"
3468,"butter,canned beer,canned vegetables,dish cleaner,liver loaf,pastry,salty snack,tropical fruit,vinegar,whipped/sour cream,yogurt"
3469,"brown bread,butter,chicken,curd cheese,frozen meals,hamburger meat,hard cheese,mustard,other vegetables,soda,white wine,whole milk,yogurt"
3470,"bottled beer,flower (seeds),frozen meals,pasta,root vegetables,shopping bags,soda,sweet spreads,zwieback"
3471,"frankfurter,hygiene articles,liquor,meat,pastry,rolls/buns,sliced cheese,vinegar"
3472,"chocolate,citrus fruit,frankfurter,hamburger meat,mayonnaise,misc. beverages,other vegetables,pastry,specialty chocolate,whipped/sour cream,whole milk"
3473,"liquor (appetizer),shopping bags,tropical fruit,whole milk"
3474,"berries,curd,dish cleaner,dishes,frozen potato products,fruit/vegetable juice,long life bakery product,newspapers,other vegetables,roll products ,rolls/buns,root vegetables,soda,tropical fruit"
3475,"bottled beer,brown bread,canned fish,herbs,misc. beverages,other vegetables,root vegetables,whole milk,yogurt"
3476,"bottled water,chocolate marshmallow,detergent,domestic eggs,frozen meals,fruit/vegetable juice,ice cream,meat,pasta,pastry,rolls/buns,whipped/sour cream,white bread,yogurt"
3477,"bottled water,long life bakery product,tropical fruit"
3478,"canned beer,rolls/buns"
3479,"frankfurter,herbs,long life bakery product,pastry,pip fruit,rolls/buns,soda,turkey"
3480,"baking powder,beverages,bottled water,chocolate,flour,frozen potato products,misc. beverages,other vegetables,root vegetables,white wine"
3481,"beef,bottled beer,candy,citrus fruit,curd,dishes,other vegetables,pork,rolls/buns,root vegetables,sausage,soda,whole milk,yogurt"
3482,"brown bread,domestic eggs,oil,pastry,root vegetables,soda"
3483,"berries,chicken,citrus fruit,dishes,frozen vegetables,hard cheese,male cosmetics,pasta,pip fruit,sausage,shopping bags,sliced cheese,tropical fruit"
3484,"UHT-milk,beef,brandy,candy,canned beer,cream cheese ,frozen meals,herbs,newspapers,pickled vegetables,pip fruit,rolls/buns,salty snack,sausage,semi-finished bread,shopping bags,specialty bar,tropical fruit,white bread,whole milk"
3485,"misc. beverages,napkins,pork,rolls/buns,tropical fruit"
3486,"candy,canned beer,citrus fruit,hamburger meat,pip fruit,root vegetables,soap,spread cheese,whipped/sour cream,whole milk,yogurt"
3487,"bottled water,domestic eggs,frozen vegetables,onions,pip fruit,rolls/buns,seasonal products,sugar,whipped/sour cream,whole milk"
3488,"bottled beer,curd,domestic eggs,frankfurter,other vegetables,rolls/buns,specialty chocolate"
3489,"berries,coffee,frozen dessert,long life bakery product,margarine,misc. beverages,nuts/prunes,other vegetables,popcorn,specialty chocolate,tropical fruit,whole milk,yogurt"
3490,"beverages,canned beer"
3491,"cat food,detergent,female sanitary products,fruit/vegetable juice,ham,newspapers,rolls/buns,root vegetables,sausage,specialty bar,tropical fruit,whole milk"
3493,"beef,candy,canned beer,citrus fruit,frozen dessert,pip fruit,soda"
3494,"citrus fruit,dessert,fruit/vegetable juice,root vegetables,seasonal products,soda,whole milk"
3495,"beef,candy,canned beer,canned vegetables,domestic eggs,fruit/vegetable juice,hard cheese,hygiene articles,liquor (appetizer),oil,pastry,pork,rolls/buns,root vegetables,sliced cheese,white wine,whole milk,yogurt"
3496,"Instant food products,candy,long life bakery product,margarine,misc. beverages,rolls/buns,salt,soda,tropical fruit"
3497,"UHT-milk,beef,brown bread,cling film/bags,other vegetables,pastry,pet care,pickled vegetables,pip fruit,pork,red/blush wine,rolls/buns,soda,whipped/sour cream,white bread,whole milk,yogurt"
3498,"butter,coffee,napkins,other vegetables,pip fruit,root vegetables,zwieback"
3499,"UHT-milk,berries,canned beer,curd,hard cheese,kitchen towels,napkins,other vegetables,red/blush wine,sausage,soda,sugar,white wine,whole milk,yogurt"
3500,"bottled water,brown bread,canned beer,domestic eggs,frozen dessert,meat,misc. beverages,other vegetables,pastry,pip fruit,soda,specialty bar,specialty chocolate,tropical fruit,whole milk"
